-DOCSTART- -X- -X- O
ago O O O
when O O O
she O O O
suffered O O O
a O O O
mechanical O O O
fall O O O
while O O O
visiting O O O
family O O O
in O O O
South O O O
Korea. O O O
She O O O
sustained O O O
an O O O
L1 O O O
fracture O O O
without O O O
surgical O O O
intervention, O O O
and O O O
returned O O O
to O O O
canada O O O
where O O O
she O O O
presented O O O
to O O O
the O O O
ED O O O
on O O O
3/9/76 O O O
wiht O O O
back O O O
pain, O O O
L1 O O O
planar O O O
fracture O O O
with O O O
evidence O O O
of O O O
minimal O O O
cord O O O
compressionl O O O
She O O O
was O O O
admitted O O O
and O O O
seen O O O
by O O O
neurosurgery O O O
who O O O
felt O O O
that O O O
there O O O
was O O O
no O O O
acute O O O
indication O O O
for O O O
surgery. O O O
Since O O O
then, O O O
she O O O
has O O O
had O O O
continued O O O
pain O O O
in O O O
her O O O
back O O O
with O O O
occasional O O O
burning O O O
in O O O
her O O O
feet O O O
but O O O
no O O O
numbness O O O
or O O O
tingling. O O O
She O O O
would O O O
like O O O
to O O O
undergo O O O
surgery O O O
at O O O
this O O O
point O O O
because O O O
her O O O
pain O O O
is O O O
intolerable. O O O
She O O O
is O O O
in O O O
contact O O O
with O O O
a O O O
neurosurgeon O O O
at O O O
this O O O
time O O O
regarding O O O
when O O O
to O O O
proceed O O O
with O O O
surgery. O O O
She O O O
is O O O
otherwise O O O
doing O O O
well. O O O
ROS O O O
positive O O O
for O O O
chest O O O
tightness O O O
with O O O
walking O O O
one O O O
block O O O
with O O O
some O O O
feeling O O O
of O O O
being O O O
"winded." O O O
She O O O
does O O O
not O O O
have O O O
this O O O
feeling O O O
at O O O
rest, O O O
and O O O
states O O O
it O O O
has O O O
been O O O
ongoing O O O
for O O O
the O O O
past O O O
year. O O O
She O O O
describes O O O
some O O O
peripheral O O O
edema, O O O
as O O O
well O O O
as O O O
PND. O O O
Also O O O
c/o O O O
left O O O
eye O O O
tearing O O O
and O O O
R O O O
ear O O O
itching. O O O
no O O O
eye O O O
pain O O O
or O O O
change O O O
in O O O
her O O O
vision. O O O
Problems O O O
Hypertension O O O
Elevated O O O
cholesterol O O O
Cervical O O O
polyp O O O
endometrial O O O
polyp O O O
osteoarthritis O O O
Sleep O O O
apnea O O O
Current O O O
Medications: O O O
DIOVAN NNP B-NP B-DRUG
80 O O O
mg O O O
PO O O O
QD O O O
Nexium NNP B-NP B-DRUG
(ESOMEPRAZOLE) O O O
20 O O O
MG O O O
PO O O O
QD O O O
x O O O
30 O O O
day(s) O O O
HYDROCHLOROTHIAZIDE NNP B-NP B-DRUG
25MG, O O O
1 O O O
Tablet(s) O O O
PO O O O
QD O O O
Celebrex NNP B-NP B-DRUG
(CELECOXIB) O O O
100MG, O O O
1 O O O
Capsule(s) O O O
PO O O O
bid O O O
Levothyroxine NNP B-NP B-DRUG
Sodium NNP B-NP I-DRUG
125MCG, O O O
1 O O O
Tablet(s) O O O
PO O O O
QD O O O
x O O O
30 O O O
day(s) O O O
Caltrate NNP B-NP B-DRUG
And NNP B-NP I-DRUG
D NNP B-NP I-DRUG
2 O O O
TABS O O O
PO O O O
qd O O O
x O O O
30 O O O
day(s) O O O
Percocet NNP B-NP B-DRUG
(OXYCODONE+APAP) O O O
325-5, O O O
1 O O O
Tablet(s) O O O
PO O O O
Q6H O O O
x O O O
20 O O O
day(s) O O O
Lopid NNP B-NP B-DRUG
(GEMFIBROZIL) O O O
600MG, O O O
1 O O O
Tablet(s) O O O
PO O O O
QPM O O O
x O O O
30 O O O
day(s) O O O
Lopressor NNP B-NP B-DRUG
(METOPROLOL O O O
Tartrate) NNP B-NP I-DRUG
12.5MG, O O O
1 O O O
Tablet(s) O O O
PO O O O
BID O O O
x O O O
30 O O O
day(s) O O O
fosomax NNP B-NP B-DRUG
70 O O O
PO O O O
qwk O O O
x O O O
30 O O O
day(s) O O O
Physical O O O
Exam	 O O O
VSS: O O O
BP144/76 O O O
, O O O
wt O O O
209 O O O
lbs O O O
HEENT: O O O
no O O O
mouth O O O
lesions O O O
Thyroid: O O O
no O O O
thyromegaly O O O
Chest: O O O
scant O O O
crackles O O O
at O O O
bilateral O O O
bases O O O
Heart: O O O
regular O O O
rate O O O
and O O O
rhythm, O O O
S1 O O O
and O O O
S2 O O O
normal, O O O
no O O O
gallops, O O O
no O O O
murmurs O O O
Abd: O O O
soft, O O O
NT/ND O O O
Extr: O O O
1-2+ O O O
ankle O O O
edema, O O O
brisk O O O
capillary O O O
refill O O O
Recent O O O
Relevant O O O
Data: O O O
random O O O
glucose O O O
148 O O O
Hemoglobin O O O
A1c: O O O
6.8 O O O
CBC, O O O
chem O O O
7, O O O
tash, O O O
cholesterol O O O
all O O O
WNL O O O
in O O O
march O O O
2076. O O O
iPTH O O O
41, O O O
alk O O O
phos O O O
hi O O O
at O O O
129, O O O
nl O O O
LFTs, O O O
ESR O O O
34 O O O
SPEP O O O
negative, O O O
bone O O O
scan O O O
with O O O
osteopenia, O O O
mammogram O O O
negative O O O
CXR O O O
with O O O
? O O O
of O O O
confluence O O O
of O O O
shadows O O O
vs O O O
nodule O O O
at O O O
2nd O O O
rib O O O
space, O O O
favor O O O
shadows, O O O
ecg O O O
with O O O
T O O O
wave O O O
abnormalities O O O
and O O O
low O O O
qrs O O O
voltages O O O
ETT O O O
2074 O O O
10 O O O
min O O O
82% O O O
predicted O O O
negative O O O
for O O O
ischmia O O O
Echo O O O
2074 O O O
EF O O O
60% O O O
Assessment O O O
and O O O
Current O O O
Plan: O O O
67 O O O
yo O O O
F O O O
with O O O
recent O O O
L1 O O O
planar O O O
fracture O O O
and O O O
multiple O O O
medical O O O
problems O O O
including O O O
HTN O O O
and O O O
new O O O
DM O O O
1. O O O
Neurosurg O O O
for O O O
possible O O O
surgery O O O
later O O O
this O O O
month, O O O
percocet NNP B-NP B-DRUG
for O O O
pain O O O
control O O O
- O O O
will O O O
need O O O
PFTs O O O
pre-op O O O
given O O O
some O O O
c/o O O O
DOE O O O
2. O O O
CV: O O O
will O O O
also O O O
need O O O
nuclear O O O
study O O O
of O O O
heart O O O
given O O O
anginal O O O
sx's O O O
and O O O
new O O O
T O O O
wave O O O
abnormalities O O O
on O O O
ECG. O O O
Cannot O O O
do O O O
ETT O O O
given O O O
resting O O O
ECG O O O
abnormalities, O O O
and O O O
will O O O
need O O O
pharmocologic O O O
stress O O O
given O O O
she O O O
cannot O O O
walk O O O
from O O O
back O O O
pain. O O O
- O O O
will O O O
start O O O
her O O O
on O O O
lasix NNP B-NP B-DRUG
both O O O
for O O O
BP O O O
and O O O
for O O O
diuresis O O O
as O O O
she O O O
appears O O O
volume O O O
overloaded. O O O
- O O O
will O O O
rpt O O O
echo O O O
if O O O
dobutamine O O O
MIBI O O O
not O O O
informative O O O
3.optho O O O
referral O O O
per O O O
pt O O O
request O O O
for O O O
eye O O O
tearing O O O
4.elevated O O O
gluc O O O
and O O O
A1c O O O
concerning O O O
for O O O
new O O O
DM. O O O
However, O O O
given O O O
only O O O
1 O O O
high O O O
b.s O O O
documented O O O
and O O O
A1C O O O
borderline O O O
elevated, O O O
I O O O
have O O O
advised O O O
her O O O
that O O O
we O O O
can O O O
probably O O O
control O O O
this O O O
with O O O
diet, O O O
exercise, O O O
and O O O
wt O O O
loss.She O O O
will O O O
see O O O
nutrition O O O
to O O O
help O O O
her O O O
avoid O O O
high O O O
carb O O O
foods O O O
and O O O
to O O O
lose O O O
wt O O O
. O O O
If O O O
this O O O
fails O O O
to O O O
control O O O
her O O O
DM O O O
we O O O
will O O O
start O O O
her O O O
on O O O
Metformin. NNP B-NP B-DRUG
She O O O
will O O O
need O O O
optho O O O
eval O O O
for O O O
this O O O
reason O O O
as O O O
well. O O O
5. O O O
Pt O O O
with O O O
strong O O O
fhx O O O
of O O O
uterine O O O
ca, O O O
wishes O O O
to O O O
see O O O
GYN O O O
regarding O O O
screening O O O
for O O O
this. O O O
She O O O
denies O O O
sx's O O O
of O O O
vaginal O O O
bleeding O O O
at O O O
this O O O
pt. O O O
6.consider O O O
rpt O O O
CXR O O O
given O O O
?of O O O
shadow O O O
vs O O O
nodule. O O O
7. O O O
will O O O
review O O O
HM O O O
at O O O
next O O O
visit O O O
Patient O O O
will O O O
return O O O
for O O O
a O O O
follow-up O O O
visit O O O
in O O O
clinic O O O
in O O O
1 O O O
wk O O O
for O O O
chem O O O
7 O O O
and O O O
1 O O O
month O O O
to O O O
see O O O
me O O O
re O O O
bp O O O
and O O O
volume O O O
status O O O
. O O O
========================== O O O
Preceptor's O O O
Note O O O
========================== O O O
67 O O O
yr O O O
old O O O
woman O O O
with O O O
recent O O O
L1 O O O
fracture, O O O
with O O O
minimal O O O
cord O O O
compression, O O O
has O O O
had O O O
persistent O O O
pain O O O
and O O O
is O O O
in O O O
contact O O O
with O O O
a O O O
neurosurgeon O O O
for O O O
consideration O O O
of O O O
surgery. O O O
Also O O O
has O O O
had O O O
some O O O
exertional O O O
chest O O O
pain O O O
in O O O
last O O O
yr, O O O
and O O O
has O O O
baseline O O O
EKG O O O
T O O O
wave O O O
changes, O O O
and O O O
is O O O
unable O O O
to O O O
do O O O
treadmill O O O
due O O O
to O O O
back O O O
pain. O O O
Will O O O
get O O O
dobutamine O O O
MIBI O O O
study. O O O
Repeat O O O
CXR O O O
as O O O
above O O O
in O O O
resident's O O O
note. O O O

Record O O O
date: O O O
2085-11-28 O O O
CC: O O O
Pt O O O
presents O O O
to O O O
walk-in O O O
clinic, O O O
wants O O O
to O O O
establish O O O
care O O O
w/ O O O
me. O O O
HPI: O O O
73 O O O
y.o. O O O
man, O O O
here O O O
w/ O O O
his O O O
son, O O O
wants O O O
to O O O
establish O O O
care O O O
w/ O O O
me. O O O
He O O O
needs O O O
medication O O O
refills O O O
today. O O O
Prior O O O
MD O O O
was O O O
Dr. O O O
Valerio O O O
on O O O
the O O O
Weedsport. O O O
He O O O
has O O O
DM, O O O
HTN, O O O
glaucoma, O O O
is O O O
legally O O O
blind. O O O
He O O O
feels O O O
well O O O
today, O O O
has O O O
no O O O
complaints O O O
presently. O O O
Problems O O O
Diabetes O O O
mellitus O O O
Hypertension O O O
Glaucoma O O O
Visual O O O
impairment O O O
: O O O
pt O O O
legally O O O
blind O O O
Medications O O O
DIPYRIDAMOLE NNP B-NP B-DRUG
75MG, O O O
2 O O O
Tablet(s) O O O
PO O O O
TID O O O
Enalapril NNP B-NP B-DRUG
Maleate NNP B-NP I-DRUG
20MG, O O O
1 O O O
Tablet(s) O O O
PO O O O
QD O O O
Metoprolol NNP B-NP B-DRUG
Tartrate NNP B-NP I-DRUG
50MG, O O O
1 O O O
Tablet(s) O O O
PO O O O
BID O O O
TRAZODONE NNP B-NP B-DRUG
50MG, O O O
1 O O O
Tablet(s) O O O
PO O O O
QHS O O O
PRN O O O
insomnia O O O
Insulin NNP B-NP B-DRUG
70/30 NNP B-NP I-DRUG
Human NNP B-NP I-DRUG
30 O O O
UNITS O O O
SC O O O
BID O O O
: O O O
30U O O O
qAM, O O O
30U O O O
qPM O O O
Allergies O O O
NKDA O O O
PE: O O O
156/80 O O O
72 O O O
Gen: O O O
overweight, O O O
elderly O O O
man, O O O
NAD O O O
HEENT: O O O
PERRL, O O O
EOM O O O
intact; O O O
oral O O O
mucosa O O O
moist, O O O
no O O O
lesions O O O
Neck: O O O
supple, O O O
no O O O
LAN O O O
Lungs: O O O
clear O O O
to O O O
auscultation O O O
bilaterally O O O
CV: O O O
RRR, O O O
nl O O O
S1, O O O
S2, O O O
no O O O
M/R/G O O O
Extrem: O O O
no O O O
clubbing, O O O
cyanosis O O O
or O O O
edema O O O
A/P: O O O
73 O O O
y.o. O O O
man O O O
w/ O O O
DM, O O O
HTN, O O O
claucoma, O O O
legally O O O
blind, O O O
here O O O
to O O O
establish O O O
care. O O O
Will O O O
refill O O O
pt's O O O
meds; O O O
he O O O
should O O O
make O O O
appt O O O
w/ O O O
me O O O
in O O O
one O O O
month O O O
for O O O
CPE; O O O
he O O O
will O O O
obtain O O O
his O O O
medical O O O
records O O O
prior O O O
to O O O
next O O O
visit. O O O

Record O O O
date: O O O
2077-07-30 O O O
FOLLOW-UP O O O
VISIT: O O O
CAD, O O O
DM, O O O
HTN O O O
HPI: O O O
The O O O
pt O O O
is O O O
a O O O
71 O O O
yo O O O
female O O O
here O O O
for O O O
follow-up O O O
visit O O O
for O O O
DM O O O
monitoring, O O O
lipid O O O
management, O O O
htn. O O O
She O O O
was O O O
hospitalized O O O
for O O O
acute O O O
MI O O O
last O O O
December O O O
and O O O
is O O O
being O O O
followed O O O
by O O O
cardiology. O O O
Since O O O
her O O O
last O O O
follow-up O O O
the O O O
patient O O O
has O O O
had O O O
no O O O
episodes O O O
of O O O
exertional O O O
or O O O
rest O O O
chest O O O
pain, O O O
no O O O
DOE O O O
or O O O
SOB. O O O
She O O O
was O O O
visiting O O O
her O O O
relatives O O O
in O O O
Oregon O O O
this O O O
month O O O
and O O O
did O O O
have O O O
one O O O
episode O O O
of O O O
SVT O O O
in O O O
setting O O O
of O O O
viral O O O
URI. O O O
Experienced O O O
sudden O O O
onset O O O
of O O O
palpitations O O O
with O O O
discomfort, O O O
lasted O O O
30 O O O
minutes O O O
without O O O
chest O O O
pain, O O O
lightheadedness O O O
or O O O
diaphoresis O O O
and O O O
then O O O
resolved O O O
spontaneously. O O O
She O O O
has O O O
had O O O
no O O O
further O O O
episodes. O O O
She O O O
has O O O
been O O O
compliant O O O
with O O O
her O O O
medications O O O
over O O O
the O O O
last O O O
few O O O
months O O O
and O O O
has O O O
not O O O
experienced O O O
any O O O
side O O O
effects; O O O
however, O O O
when O O O
asked O O O
directly, O O O
has O O O
had O O O
2 O O O
or O O O
3 O O O
episodes O O O
of O O O
lightheadedness O O O
in O O O
morning O O O
with O O O
abrupt O O O
position O O O
changes, O O O
nothing O O O
long-lasting O O O
and O O O
no O O O
near O O O
syncope. O O O
Pt O O O
reports O O O
blood O O O
sugars O O O
by O O O
finger O O O
stick O O O
at O O O
home O O O
of O O O
100-140s O O O
generally. O O O
Has O O O
had O O O
good O O O
control O O O
by O O O
her O O O
accounts O O O
over O O O
last O O O
few O O O
months. O O O
Was O O O
unaware O O O
of O O O
results O O O
of O O O
May O O O
blood O O O
draw O O O
with O O O
increase O O O
in O O O
HA1C O O O
of O O O
8.0. O O O
Medical O O O
problems: O O O
SVT O O O
LGI O O O
BLEEDING O O O
SMOKING O O O
H. O O O
PYLORI O O O
NIDDM O O O
Coronary O O O
artery O O O
disease O O O
Myocardial O O O
infarction O O O
Current O O O
medications: O O O
MICRONASE NNP B-NP B-DRUG
5 O O O
MG O O O
PO O O O
QD O O O
RANITIDINE NNP B-NP B-DRUG
HCL NNP B-NP I-DRUG
150MG O O O
1 O O O
Tablet(s) O O O
PO O O O
BID O O O
Take O O O
as O O O
directed O O O
ATENOLOL NNP B-NP B-DRUG
25MG O O O
3 O O O
Tablet(s) O O O
PO O O O
QD O O O
One O O O
25 O O O
and O O O
one O O O
50 O O O
mg O O O
tab O O O
daily O O O
90 O O O
day(s) O O O
ZOCOR NNP B-NP B-DRUG
(SIMVASTATIN) O O O
20MG O O O
1 O O O
Tablet(s) O O O
PO O O O
QHS O O O
Take O O O
as O O O
directed O O O
90 O O O
day(s) O O O
ZESTRIL NNP B-NP B-DRUG
(LISINOPRIL) O O O
20MG O O O
1 O O O
Tablet(s) O O O
PO O O O
QD O O O
Take O O O
as O O O
directed O O O
90 O O O
day(s) O O O
AMITRIPTYLINE NNP B-NP B-DRUG
HCL NNP B-NP I-DRUG
25MG O O O
1 O O O
Tablet(s) O O O
PO O O O
QHS O O O
ECASA NNP B-NP B-DRUG
(ASPIRIN O O O
ENTERIC O O O
COATED) O O O
325MG O O O
1 O O O
Tablet(s) O O O
PO O O O
QD O O O
PE: O O O
bp O O O
130/72 O O O
p O O O
72 O O O
wt O O O
213 O O O
(up O O O
from O O O
203) O O O
chest: O O O
CTA O O O
B O O O
cor: O O O
RRR O O O
nl O O O
s1 O O O
s2, O O O
no O O O
murmurs O O O
abd: O O O
soft O O O
NT O O O
ND O O O
with O O O
normal O O O
BS O O O
ext: O O O
normal O O O
pulses, O O O
no O O O
edema O O O
Labs: O O O
last O O O
hemoglobin O O O
A1C O O O
in O O O
5/77 O O O
of O O O
8.0, O O O
gluc O O O
192, O O O
LDL O O O
115, O O O
TG O O O
71, O O O
HDL O O O
36 O O O
A/P: O O O
71 O O O
yo O O O
female O O O
with O O O
DM, O O O
HTN, O O O
and O O O
heart O O O
disease O O O
with O O O
slightly O O O
worsening O O O
glycemic O O O
and O O O
lipid O O O
control O O O
when O O O
tested O O O
2 O O O
months O O O
ago, O O O
perhaps O O O
related O O O
to O O O
modest O O O
weight O O O
gain O O O
of O O O
10 O O O
lbs. O O O
1. O O O
DM O O O
- O O O
pt O O O
with O O O
rising O O O
A1C O O O
despite O O O
good O O O
FS O O O
at O O O
home. O O O
Given O O O
pt O O O
feels O O O
control O O O
has O O O
improved O O O
since O O O
last O O O
visit, O O O
will O O O
stall O O O
on O O O
changing O O O
micronase NNP B-NP B-DRUG
until O O O
next O O O
visit O O O
at O O O
one O O O
month. O O O
Pt O O O
to O O O
have O O O
repeat O O O
a1c O O O
at O O O
that O O O
point, O O O
and O O O
if O O O
still O O O
high, O O O
will O O O
double O O O
micronase. NNP B-NP B-DRUG
Good O O O
bp O O O
control O O O
on O O O
zestril. NNP B-NP B-DRUG
Had O O O
microalb O O O
this O O O
year. O O O
Still O O O
awaiting O O O
visit O O O
to O O O
ophthal O O O
- O O O
gave O O O
pt O O O
another O O O
referral. O O O
2. O O O
CAD O O O
- O O O
pt O O O
with O O O
LDL O O O
of O O O
115 O O O
when O O O
previously O O O
well O O O
controlled O O O
on O O O
this O O O
dose O O O
of O O O
zocor. NNP B-NP B-DRUG
After O O O
negotiation O O O
with O O O
patient, O O O
have O O O
agreed O O O
to O O O
wait O O O
to O O O
raise O O O
dose O O O
until O O O
next O O O
visit O O O
as O O O
well. O O O
Would O O O
benefit O O O
from O O O
30 O O O
mg O O O
tab. O O O
Otherwise O O O
TG O O O
look O O O
good. O O O
Pt O O O
with O O O
episode O O O
of O O O
SVT O O O
in O O O
setting O O O
of O O O
viral O O O
illness. O O O
BP O O O
and O O O
pulse O O O
will O O O
tolerate O O O
small O O O
increment O O O
in O O O
b-blocker. NNP B-NP B-DRUG
Given O O O
known O O O
CAD O O O
without O O O
intervention, O O O
impt O O O
to O O O
control O O O
SVTs. O O O
Increase O O O
atenolol NNP B-NP B-DRUG
to O O O
100 O O O
mg O O O
QD, O O O
keep O O O
zestril NNP B-NP B-DRUG
at O O O
current O O O
dose. O O O
3. O O O
HM O O O
- O O O
pt O O O
refuses O O O
mammogram. O O O
She O O O
continues O O O
to O O O
be O O O
suspicious O O O
that O O O
screening O O O
tests O O O
are O O O
experimental O O O
and O O O
given O O O
her O O O
age O O O
"wouldn't O O O
change O O O
anything." O O O
Discussed O O O
baseline O O O
bone O O O
density O O O
test, O O O
and O O O
she O O O
has O O O
agreed O O O
to O O O
consider O O O
this. O O O
Refused O O O
colonscopy O O O
at O O O
this O O O
point. O O O

Record O O O
date: O O O
2080-01-26 O O O
INTERNAL O O O
MEDICINE O O O
ASSOCIATES O O O
BROADLAWNS O O O
MEDICAL O O O
CENTER O O O
History O O O
of O O O
present O O O
illness O O O
This O O O
is O O O
an O O O
81-year-old O O O
black O O O
female O O O
with O O O
hypertension, O O O
type O O O
2 O O O
diabetes O O O
mellitus, O O O
coronary O O O
artery O O O
disease, O O O
and O O O
paroxysmal O O O
atrial O O O
fibrillation O O O
who O O O
is O O O
here O O O
for O O O
followup. O O O
The O O O
patient O O O
feels O O O
generally O O O
well. O O O
Her O O O
only O O O
complaint O O O
is O O O
difficulty O O O
sleeping. O O O
She O O O
wakes O O O
up O O O
at O O O
night. O O O
She O O O
does O O O
not O O O
sleep O O O
soundly. O O O
She O O O
denies O O O
any O O O
orthopnea O O O
or O O O
PND. O O O
No O O O
chest O O O
pain. O O O
No O O O
back O O O
pain. O O O
She O O O
had O O O
a O O O
history O O O
of O O O
low O O O
back O O O
pain O O O
secondary O O O
to O O O
spinal O O O
stenosis; O O O
however, O O O
her O O O
pain O O O
has O O O
not O O O
been O O O
a O O O
problem O O O
lately. O O O
She O O O
denies O O O
any O O O
palpitations, O O O
lightheadedness, O O O
or O O O
shortness O O O
of O O O
breath. O O O
Change O O O
in O O O
therapies O O O
and O O O
Renewals O O O
Norvasc NNP B-NP B-DRUG
5 O O O
mg O O O
1 O O O
tab O O O
qd O O O
aspirin NNP B-NP B-DRUG
325 O O O
mg O O O
1 O O O
tab O O O
qd O O O
Glucophage NNP B-NP B-DRUG
500 O O O
mg O O O
bid O O O
hydrochlorothiazide NNP B-NP B-DRUG
25 O O O
mg O O O
QD O O O
ibuprofen NNP B-NP B-DRUG
800 O O O
mg O O O
tid O O O
Isordil NNP B-NP B-DRUG
40 O O O
mg O O O
tid O O O
fosinopril NNP B-NP B-DRUG
40 O O O
mg O O O
QD O O O
metoprolol NNP B-NP B-DRUG
50 O O O
mg O O O
BID O O O
Pravachol NNP B-NP B-DRUG
20 O O O
mg O O O
QD O O O
Physical O O O
examination O O O
Blood O O O
pressure O O O
170/80 O O O
Weight O O O
179 O O O
pounds O O O
General O O O
appearance O O O
Overweight O O O
in O O O
no O O O
acute O O O
distress O O O
Skin O O O
Clear O O O
Heent O O O
Eyes, O O O
nonicteric O O O
Nodes O O O
Normal O O O
Chest O O O
Lungs O O O
are O O O
clear O O O
Cor O O O
Regular O O O
rhythm. O O O
S1 O O O
and O O O
S2 O O O
are O O O
normal. O O O
No O O O
murmur, O O O
S3, O O O
or O O O
S4 O O O
Abdomen O O O
Soft O O O
and O O O
nontender. O O O
No O O O
masses O O O
Extrem O O O
No O O O
edema O O O
Assessment O O O
and O O O
plan O O O
Coronary O O O
artery O O O
disease. O O O
Stable. O O O
Continue O O O
present O O O
medications. O O O
Hypertension. O O O
